id_sample_to_clone,id_sample_to_compare,text
crema-d_1044_neutral_IWLXX,crema-d_1044_neutral_IWLXX,I'm on my way to the meeting.
crema-d_1044_neutral_IWWXX,crema-d_1044_neutral_IWWXX,That is exactly what happened.
crema-d_1044_neutral_MTIXX,crema-d_1044_neutral_MTIXX,I think I have a doctor's appointment.
crema-d_1044_neutral_TAIXX,crema-d_1044_neutral_TAIXX,The surface is slick.
crema-d_1044_neutral_TIEXX,crema-d_1044_neutral_TIEXX,The surface is slick.
crema-d_1044_neutral_TSIXX,crema-d_1044_neutral_TSIXX,I think I have a doctor's appointment.
crema-d_1044_neutral_WSIXX,crema-d_1044_neutral_WSIXX,I wonder what this is about.
crema-d_1044_sadness_DFAXX,crema-d_1044_sadness_DFAXX,I would like a new alarm clock.
crema-d_1044_sadness_IEOHI,crema-d_1044_sadness_IEOMD,I wonder what this is about.
crema-d_1044_sadness_IEOLO,crema-d_1044_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1044_sadness_IEOMD,crema-d_1044_sadness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1044_sadness_IOMXX,crema-d_1044_sadness_IOMXX,The surface is slick.
crema-d_1044_sadness_ITHXX,crema-d_1044_sadness_ITHXX,Maybe tomorrow it will be cold.
crema-d_1044_sadness_ITSXX,crema-d_1044_sadness_ITSXX,I would like a new alarm clock.
crema-d_1044_sadness_IWLXX,crema-d_1044_sadness_IWLXX,I think I have a doctor's appointment.
crema-d_1044_sadness_IWWXX,crema-d_1044_sadness_IWWXX,The surface is slick.
crema-d_1044_sadness_MTIXX,crema-d_1044_sadness_MTIXX,I wonder what this is about.
crema-d_1044_sadness_TAIXX,crema-d_1044_sadness_TAIXX,Don't forget a jacket.
crema-d_1044_sadness_TIEXX,crema-d_1044_sadness_TIEXX,It's eleven o'clock.
crema-d_1044_sadness_TSIXX,crema-d_1044_sadness_TSIXX,That is exactly what happened.
crema-d_1044_sadness_WSIXX,crema-d_1044_sadness_WSIXX,It's eleven o'clock.
crema-d_1045_anger_DFAXX,crema-d_1045_anger_DFAXX,It's eleven o'clock.
crema-d_1045_anger_IEOHI,crema-d_1045_anger_IEOMD,I would like a new alarm clock.
crema-d_1045_anger_IEOLO,crema-d_1045_anger_IEOMD,Don't forget a jacket.
crema-d_1045_anger_IEOMD,crema-d_1045_anger_IEOMD,I think I have a doctor's appointment.
crema-d_1045_anger_IOMXX,crema-d_1045_anger_IOMXX,Don't forget a jacket.
crema-d_1045_anger_ITHXX,crema-d_1045_anger_ITHXX,The surface is slick.
crema-d_1045_anger_ITSXX,crema-d_1045_anger_ITSXX,I think I have a doctor's appointment.
crema-d_1045_anger_IWLXX,crema-d_1045_anger_IWLXX,I'm on my way to the meeting.
crema-d_1045_anger_IWWXX,crema-d_1045_anger_IWWXX,I'm on my way to the meeting.
crema-d_1045_anger_MTIXX,crema-d_1045_anger_MTIXX,We'll stop in a couple of minutes.
crema-d_1045_anger_TAIXX,crema-d_1045_anger_TAIXX,That is exactly what happened.
crema-d_1045_anger_TIEXX,crema-d_1045_anger_TIEXX,Maybe tomorrow it will be cold.
crema-d_1045_anger_TSIXX,crema-d_1045_anger_TSIXX,I think I have a doctor's appointment.
crema-d_1045_anger_WSIXX,crema-d_1045_anger_WSIXX,The airplane is almost full.
crema-d_1045_disgust_DFAXX,crema-d_1045_disgust_DFAXX,That is exactly what happened.
crema-d_1045_disgust_IEOHI,crema-d_1045_disgust_IEOMD,I think I have a doctor's appointment.
crema-d_1045_disgust_IEOLO,crema-d_1045_disgust_IEOMD,I wonder what this is about.
crema-d_1045_disgust_IEOMD,crema-d_1045_disgust_IEOMD,I think I've seen this before.
crema-d_1045_disgust_IOMXX,crema-d_1045_disgust_IOMXX,I wonder what this is about.
crema-d_1045_disgust_ITHXX,crema-d_1045_disgust_IWLXX,I would like a new alarm clock.
crema-d_1045_disgust_ITSXX,crema-d_1045_disgust_ITSXX,Maybe tomorrow it will be cold.
crema-d_1045_disgust_IWLXX,crema-d_1045_disgust_IWLXX,I would like a new alarm clock.
crema-d_1045_disgust_IWWXX,crema-d_1045_disgust_IWWXX,I'm on my way to the meeting.
crema-d_1045_disgust_MTIXX,crema-d_1045_disgust_MTIXX,We'll stop in a couple of minutes.
crema-d_1045_disgust_TAIXX,crema-d_1045_disgust_TAIXX,I'm on my way to the meeting.
crema-d_1045_disgust_TIEXX,crema-d_1045_disgust_TIEXX,I'm on my way to the meeting.
crema-d_1045_disgust_TSIXX,crema-d_1045_disgust_TSIXX,Maybe tomorrow it will be cold.
crema-d_1045_disgust_WSIXX,crema-d_1045_disgust_WSIXX,Maybe tomorrow it will be cold.
crema-d_1045_fear_DFAXX,crema-d_1045_fear_DFAXX,Maybe tomorrow it will be cold.
crema-d_1045_fear_IEOHI,crema-d_1045_fear_IEOMD,Don't forget a jacket.
crema-d_1045_fear_IEOLO,crema-d_1045_fear_IEOMD,The surface is slick.
crema-d_1045_fear_IEOMD,crema-d_1045_fear_IEOMD,I'm on my way to the meeting.
crema-d_1045_fear_IOMXX,crema-d_1045_fear_IOMXX,The surface is slick.
crema-d_1045_fear_ITHXX,crema-d_1045_fear_ITHXX,I think I've seen this before.
crema-d_1045_fear_ITSXX,crema-d_1045_fear_ITSXX,I think I have a doctor's appointment.
crema-d_1045_fear_IWLXX,crema-d_1045_fear_IWLXX,The airplane is almost full.
crema-d_1045_fear_IWWXX,crema-d_1045_fear_IWWXX,I think I've seen this before.
crema-d_1045_fear_MTIXX,crema-d_1045_fear_MTIXX,Don't forget a jacket.
crema-d_1045_fear_TAIXX,crema-d_1045_fear_TAIXX,That is exactly what happened.
crema-d_1045_fear_TIEXX,crema-d_1045_fear_TIEXX,The surface is slick.
crema-d_1045_fear_TSIXX,crema-d_1045_fear_TSIXX,Don't forget a jacket.
crema-d_1045_fear_WSIXX,crema-d_1045_fear_WSIXX,I'm on my way to the meeting.
crema-d_1045_happiness_DFAXX,crema-d_1045_happiness_DFAXX,I'm on my way to the meeting.
crema-d_1045_happiness_IEOHI,crema-d_1045_happiness_IEOMD,I wonder what this is about.
crema-d_1045_happiness_IEOLO,crema-d_1045_happiness_IEOMD,I think I've seen this before.
crema-d_1045_happiness_IEOMD,crema-d_1045_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1045_happiness_IOMXX,crema-d_1045_happiness_IOMXX,Maybe tomorrow it will be cold.
crema-d_1045_happiness_ITHXX,crema-d_1045_happiness_ITHXX,It's eleven o'clock.
crema-d_1045_happiness_ITSXX,crema-d_1045_happiness_ITSXX,The airplane is almost full.
crema-d_1045_happiness_IWLXX,crema-d_1045_happiness_IWLXX,Maybe tomorrow it will be cold.
crema-d_1045_happiness_IWWXX,crema-d_1045_happiness_IWWXX,It's eleven o'clock.
crema-d_1045_happiness_MTIXX,crema-d_1045_happiness_MTIXX,I think I have a doctor's appointment.
crema-d_1045_happiness_TAIXX,crema-d_1045_happiness_TAIXX,I think I have a doctor's appointment.
crema-d_1045_happiness_TIEXX,crema-d_1045_happiness_TIEXX,It's eleven o'clock.
crema-d_1045_happiness_TSIXX,crema-d_1045_happiness_TSIXX,I would like a new alarm clock.
crema-d_1045_happiness_WSIXX,crema-d_1045_happiness_WSIXX,Maybe tomorrow it will be cold.
crema-d_1045_neutral_DFAXX,crema-d_1045_neutral_DFAXX,The airplane is almost full.
crema-d_1045_neutral_IEOXX,crema-d_1045_neutral_IEOXX,Don't forget a jacket.
crema-d_1045_neutral_IOMXX,crema-d_1045_neutral_IOMXX,We'll stop in a couple of minutes.
crema-d_1045_neutral_ITHXX,crema-d_1045_neutral_ITHXX,The surface is slick.
crema-d_1045_neutral_ITSXX,crema-d_1045_neutral_ITSXX,I would like a new alarm clock.
crema-d_1045_neutral_IWLXX,crema-d_1045_neutral_IWLXX,The airplane is almost full.
crema-d_1045_neutral_IWWXX,crema-d_1045_neutral_IWWXX,Don't forget a jacket.
crema-d_1045_neutral_MTIXX,crema-d_1045_neutral_MTIXX,The surface is slick.
crema-d_1045_neutral_TAIXX,crema-d_1045_neutral_TAIXX,I wonder what this is about.
crema-d_1045_neutral_TIEXX,crema-d_1045_neutral_TIEXX,It's eleven o'clock.
crema-d_1045_neutral_TSIXX,crema-d_1045_neutral_TSIXX,We'll stop in a couple of minutes.
crema-d_1045_neutral_WSIXX,crema-d_1045_neutral_WSIXX,I would like a new alarm clock.
crema-d_1045_sadness_DFAXX,crema-d_1045_sadness_DFAXX,That is exactly what happened.
crema-d_1045_sadness_IEOHI,crema-d_1045_sadness_IEOMD,I would like a new alarm clock.
crema-d_1045_sadness_IEOLO,crema-d_1045_sadness_IEOMD,I think I have a doctor's appointment.
crema-d_1045_sadness_IEOMD,crema-d_1045_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1045_sadness_IOMXX,crema-d_1045_sadness_IOMXX,I think I've seen this before.
crema-d_1045_sadness_ITHXX,crema-d_1045_sadness_ITHXX,That is exactly what happened.
crema-d_1045_sadness_ITSXX,crema-d_1045_sadness_ITSXX,I'm on my way to the meeting.
crema-d_1045_sadness_IWLXX,crema-d_1045_sadness_IWLXX,The surface is slick.
crema-d_1045_sadness_IWWXX,crema-d_1045_sadness_IWWXX,I think I've seen this before.
crema-d_1045_sadness_MTIXX,crema-d_1045_sadness_MTIXX,The airplane is almost full.
crema-d_1045_sadness_TAIXX,crema-d_1045_sadness_TAIXX,I think I have a doctor's appointment.
crema-d_1045_sadness_TIEXX,crema-d_1045_sadness_TIEXX,The surface is slick.
crema-d_1045_sadness_TSIXX,crema-d_1045_sadness_TSIXX,It's eleven o'clock.
crema-d_1045_sadness_WSIXX,crema-d_1045_sadness_WSIXX,I wonder what this is about.
crema-d_1046_anger_DFAXX,crema-d_1046_anger_DFAXX,I wonder what this is about.
crema-d_1046_anger_IEOHI,crema-d_1046_anger_IEOMD,The surface is slick.
crema-d_1046_anger_IEOLO,crema-d_1046_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1046_anger_IEOMD,crema-d_1046_anger_IEOMD,I'm on my way to the meeting.
crema-d_1046_anger_IOMXX,crema-d_1046_anger_IOMXX,The airplane is almost full.
crema-d_1046_anger_ITHXX,crema-d_1046_anger_ITHXX,It's eleven o'clock.
crema-d_1046_anger_ITSXX,crema-d_1046_anger_ITSXX,I'm on my way to the meeting.
crema-d_1046_anger_IWLXX,crema-d_1046_anger_IWLXX,Don't forget a jacket.
crema-d_1046_anger_IWWXX,crema-d_1046_anger_IWWXX,I think I've seen this before.
crema-d_1046_anger_MTIXX,crema-d_1046_anger_MTIXX,I think I have a doctor's appointment.
crema-d_1046_anger_TAIXX,crema-d_1046_anger_TAIXX,That is exactly what happened.
crema-d_1046_anger_TIEXX,crema-d_1046_anger_TIEXX,The surface is slick.
crema-d_1046_anger_TSIXX,crema-d_1046_anger_TSIXX,Maybe tomorrow it will be cold.
crema-d_1046_anger_WSIXX,crema-d_1046_anger_WSIXX,Maybe tomorrow it will be cold.
crema-d_1046_disgust_DFAXX,crema-d_1046_disgust_DFAXX,That is exactly what happened.
crema-d_1046_disgust_IEOHI,crema-d_1046_disgust_IEOMD,I wonder what this is about.
crema-d_1046_disgust_IEOLO,crema-d_1046_disgust_IEOMD,That is exactly what happened.
crema-d_1046_disgust_IEOMD,crema-d_1046_disgust_IEOMD,That is exactly what happened.
crema-d_1046_disgust_IOMXX,crema-d_1046_disgust_IOMXX,That is exactly what happened.
crema-d_1046_disgust_ITHXX,crema-d_1046_disgust_ITHXX,The surface is slick.
crema-d_1046_disgust_ITSXX,crema-d_1046_disgust_ITSXX,I'm on my way to the meeting.
crema-d_1046_disgust_IWLXX,crema-d_1046_disgust_IWLXX,Maybe tomorrow it will be cold.
crema-d_1046_disgust_IWWXX,crema-d_1046_disgust_IWWXX,It's eleven o'clock.
crema-d_1046_disgust_MTIXX,crema-d_1046_disgust_MTIXX,I think I have a doctor's appointment.
crema-d_1046_disgust_TAIXX,crema-d_1046_disgust_TAIXX,I think I have a doctor's appointment.
crema-d_1046_disgust_TIEXX,crema-d_1046_disgust_TIEXX,We'll stop in a couple of minutes.
crema-d_1046_disgust_TSIXX,crema-d_1046_disgust_TSIXX,It's eleven o'clock.
crema-d_1046_disgust_WSIXX,crema-d_1046_disgust_WSIXX,The airplane is almost full.
crema-d_1046_fear_DFAXX,crema-d_1046_fear_DFAXX,I think I have a doctor's appointment.
crema-d_1046_fear_IEOHI,crema-d_1046_fear_IEOMD,The airplane is almost full.
crema-d_1046_fear_IEOLO,crema-d_1046_fear_IEOMD,Maybe tomorrow it will be cold.
crema-d_1046_fear_IEOMD,crema-d_1046_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1046_fear_IOMXX,crema-d_1046_fear_IOMXX,I think I've seen this before.
crema-d_1046_fear_ITHXX,crema-d_1046_fear_ITHXX,That is exactly what happened.
crema-d_1046_fear_ITSXX,crema-d_1046_fear_ITSXX,The airplane is almost full.
crema-d_1046_fear_IWLXX,crema-d_1046_fear_IWLXX,I'm on my way to the meeting.
crema-d_1046_fear_IWWXX,crema-d_1046_fear_IWWXX,The airplane is almost full.
crema-d_1046_fear_MTIXX,crema-d_1046_fear_MTIXX,We'll stop in a couple of minutes.
crema-d_1046_fear_TAIXX,crema-d_1046_fear_TAIXX,I wonder what this is about.
crema-d_1046_fear_TIEXX,crema-d_1046_fear_TIEXX,I think I've seen this before.
crema-d_1046_fear_TSIXX,crema-d_1046_fear_TSIXX,It's eleven o'clock.
crema-d_1046_fear_WSIXX,crema-d_1046_fear_WSIXX,I would like a new alarm clock.
crema-d_1046_happiness_DFAXX,crema-d_1046_happiness_DFAXX,Maybe tomorrow it will be cold.
crema-d_1046_happiness_IEOHI,crema-d_1046_happiness_IEOMD,That is exactly what happened.
crema-d_1046_happiness_IEOLO,crema-d_1046_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1046_happiness_IEOMD,crema-d_1046_happiness_IEOMD,I would like a new alarm clock.
crema-d_1046_happiness_IOMXX,crema-d_1046_happiness_IOMXX,I think I've seen this before.
crema-d_1046_happiness_ITHXX,crema-d_1046_happiness_ITHXX,It's eleven o'clock.
crema-d_1046_happiness_ITSXX,crema-d_1046_happiness_ITSXX,Maybe tomorrow it will be cold.
crema-d_1046_happiness_IWLXX,crema-d_1046_happiness_IWLXX,The airplane is almost full.
crema-d_1046_happiness_IWWXX,crema-d_1046_happiness_IWWXX,The surface is slick.
crema-d_1046_happiness_MTIXX,crema-d_1046_happiness_MTIXX,I wonder what this is about.
crema-d_1046_happiness_TAIXX,crema-d_1046_happiness_TAIXX,It's eleven o'clock.
crema-d_1046_happiness_TIEXX,crema-d_1046_happiness_TIEXX,We'll stop in a couple of minutes.
crema-d_1046_happiness_TSIXX,crema-d_1046_happiness_TSIXX,Maybe tomorrow it will be cold.
crema-d_1046_happiness_WSIXX,crema-d_1046_happiness_WSIXX,Maybe tomorrow it will be cold.
crema-d_1046_neutral_DFAXX,crema-d_1046_neutral_DFAXX,The surface is slick.
crema-d_1046_neutral_IEOXX,crema-d_1046_neutral_IEOXX,I think I've seen this before.
crema-d_1046_neutral_IOMXX,crema-d_1046_neutral_IOMXX,I think I've seen this before.
crema-d_1046_neutral_ITHXX,crema-d_1046_neutral_ITHXX,The airplane is almost full.
crema-d_1046_neutral_ITSXX,crema-d_1046_neutral_ITSXX,Maybe tomorrow it will be cold.
crema-d_1046_neutral_IWLXX,crema-d_1046_neutral_IWLXX,I think I have a doctor's appointment.
crema-d_1046_neutral_IWWXX,crema-d_1046_neutral_IWWXX,It's eleven o'clock.
crema-d_1046_neutral_MTIXX,crema-d_1046_neutral_MTIXX,I wonder what this is about.
crema-d_1046_neutral_TAIXX,crema-d_1046_neutral_TAIXX,The surface is slick.
crema-d_1046_neutral_TIEXX,crema-d_1046_neutral_TIEXX,I think I have a doctor's appointment.
crema-d_1046_neutral_TSIXX,crema-d_1046_neutral_TSIXX,That is exactly what happened.
crema-d_1046_neutral_WSIXX,crema-d_1046_neutral_WSIXX,It's eleven o'clock.
crema-d_1046_sadness_DFAXX,crema-d_1046_sadness_DFAXX,I'm on my way to the meeting.
crema-d_1046_sadness_IEOHI,crema-d_1046_sadness_IEOMD,That is exactly what happened.
crema-d_1046_sadness_IEOLO,crema-d_1046_sadness_IEOMD,The surface is slick.
crema-d_1046_sadness_IEOMD,crema-d_1046_sadness_IEOMD,The airplane is almost full.
crema-d_1046_sadness_IOMXX,crema-d_1046_sadness_IOMXX,I think I have a doctor's appointment.
crema-d_1046_sadness_ITHXX,crema-d_1046_sadness_ITHXX,I wonder what this is about.
crema-d_1046_sadness_ITSXX,crema-d_1046_sadness_ITSXX,Maybe tomorrow it will be cold.
crema-d_1046_sadness_IWLXX,crema-d_1046_sadness_IWLXX,I think I have a doctor's appointment.
crema-d_1046_sadness_IWWXX,crema-d_1046_sadness_IWWXX,That is exactly what happened.
crema-d_1046_sadness_MTIXX,crema-d_1046_sadness_MTIXX,I think I've seen this before.
crema-d_1046_sadness_TAIXX,crema-d_1046_sadness_TAIXX,I think I've seen this before.
crema-d_1046_sadness_TIEXX,crema-d_1046_sadness_TIEXX,It's eleven o'clock.
crema-d_1046_sadness_TSIXX,crema-d_1046_sadness_TSIXX,I think I have a doctor's appointment.
crema-d_1046_sadness_WSIXX,crema-d_1046_sadness_WSIXX,That is exactly what happened.
crema-d_1047_anger_DFAXX,crema-d_1047_anger_DFAXX,I think I have a doctor's appointment.
crema-d_1047_anger_IEOHI,crema-d_1047_anger_IEOMD,That is exactly what happened.
crema-d_1047_anger_IEOLO,crema-d_1047_anger_IEOMD,I think I've seen this before.
crema-d_1047_anger_IEOMD,crema-d_1047_anger_IEOMD,The surface is slick.
crema-d_1047_anger_IOMXX,crema-d_1047_anger_IOMXX,Don't forget a jacket.
crema-d_1047_anger_ITHXX,crema-d_1047_anger_ITHXX,The surface is slick.
crema-d_1047_anger_ITSXX,crema-d_1047_anger_ITSXX,The airplane is almost full.
crema-d_1047_anger_IWLXX,crema-d_1047_anger_IWLXX,I think I've seen this before.
crema-d_1047_anger_IWWXX,crema-d_1047_anger_IWWXX,The surface is slick.
crema-d_1047_anger_MTIXX,crema-d_1047_anger_MTIXX,I would like a new alarm clock.
crema-d_1047_anger_TAIXX,crema-d_1047_anger_TAIXX,I think I've seen this before.
crema-d_1047_anger_TIEXX,crema-d_1047_anger_TIEXX,Maybe tomorrow it will be cold.
crema-d_1047_anger_TSIXX,crema-d_1047_anger_TSIXX,I wonder what this is about.
crema-d_1047_anger_WSIXX,crema-d_1047_anger_WSIXX,I think I have a doctor's appointment.
crema-d_1047_disgust_DFAXX,crema-d_1047_disgust_DFAXX,Maybe tomorrow it will be cold.
crema-d_1047_disgust_IEOHI,crema-d_1047_disgust_IEOLO,I think I have a doctor's appointment.
crema-d_1047_disgust_IEOLO,crema-d_1047_disgust_IEOLO,The airplane is almost full.
crema-d_1047_disgust_IEOMD,crema-d_1047_disgust_MTIXX,I think I've seen this before.
crema-d_1047_disgust_IOMXX,crema-d_1047_disgust_IOMXX,I think I've seen this before.
crema-d_1047_disgust_ITHXX,crema-d_1047_disgust_ITHXX,Maybe tomorrow it will be cold.
crema-d_1047_disgust_ITSXX,crema-d_1047_disgust_ITSXX,I think I have a doctor's appointment.
crema-d_1047_disgust_IWLXX,crema-d_1047_disgust_IWLXX,Maybe tomorrow it will be cold.
crema-d_1047_disgust_IWWXX,crema-d_1047_disgust_IWWXX,We'll stop in a couple of minutes.
crema-d_1047_disgust_MTIXX,crema-d_1047_disgust_MTIXX,That is exactly what happened.
crema-d_1047_disgust_TAIXX,crema-d_1047_disgust_TAIXX,It's eleven o'clock.
crema-d_1047_disgust_TIEXX,crema-d_1047_disgust_TIEXX,I'm on my way to the meeting.
crema-d_1047_disgust_TSIXX,crema-d_1047_disgust_TSIXX,Maybe tomorrow it will be cold.
crema-d_1047_disgust_WSIXX,crema-d_1047_disgust_WSIXX,Maybe tomorrow it will be cold.
crema-d_1047_fear_DFAXX,crema-d_1047_fear_DFAXX,I think I have a doctor's appointment.
crema-d_1047_fear_IEOHI,crema-d_1047_fear_IEOMD,I wonder what this is about.
crema-d_1047_fear_IEOLO,crema-d_1047_fear_IEOMD,I would like a new alarm clock.
crema-d_1047_fear_IEOMD,crema-d_1047_fear_IEOMD,That is exactly what happened.
crema-d_1047_fear_IOMXX,crema-d_1047_fear_IOMXX,Don't forget a jacket.
crema-d_1047_fear_ITHXX,crema-d_1047_fear_ITHXX,It's eleven o'clock.
crema-d_1047_fear_ITSXX,crema-d_1047_fear_ITSXX,Maybe tomorrow it will be cold.
crema-d_1047_fear_IWLXX,crema-d_1047_fear_IWLXX,The airplane is almost full.
crema-d_1047_fear_IWWXX,crema-d_1047_fear_IWWXX,It's eleven o'clock.
crema-d_1047_fear_MTIXX,crema-d_1047_fear_MTIXX,It's eleven o'clock.
crema-d_1047_fear_TAIXX,crema-d_1047_fear_TAIXX,Maybe tomorrow it will be cold.
crema-d_1047_fear_TIEXX,crema-d_1047_fear_TIEXX,Don't forget a jacket.
crema-d_1047_fear_TSIXX,crema-d_1047_fear_TSIXX,Don't forget a jacket.
crema-d_1047_fear_WSIXX,crema-d_1047_fear_WSIXX,It's eleven o'clock.
crema-d_1047_happiness_DFAXX,crema-d_1047_happiness_DFAXX,That is exactly what happened.
crema-d_1047_happiness_IEOHI,crema-d_1047_happiness_IEOMD,I would like a new alarm clock.
crema-d_1047_happiness_IEOLO,crema-d_1047_happiness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1047_happiness_IEOMD,crema-d_1047_happiness_IEOMD,I think I've seen this before.
crema-d_1047_happiness_IOMXX,crema-d_1047_happiness_IOMXX,I wonder what this is about.
crema-d_1047_happiness_ITHXX,crema-d_1047_happiness_ITHXX,We'll stop in a couple of minutes.
crema-d_1047_happiness_ITSXX,crema-d_1047_happiness_ITSXX,The surface is slick.
crema-d_1047_happiness_IWLXX,crema-d_1047_happiness_IWLXX,I wonder what this is about.
crema-d_1047_happiness_IWWXX,crema-d_1047_happiness_IWWXX,I would like a new alarm clock.
crema-d_1047_happiness_MTIXX,crema-d_1047_happiness_MTIXX,I would like a new alarm clock.
crema-d_1047_happiness_TAIXX,crema-d_1047_happiness_TAIXX,I think I've seen this before.
crema-d_1047_happiness_TIEXX,crema-d_1047_happiness_TIEXX,I wonder what this is about.
crema-d_1047_happiness_TSIXX,crema-d_1047_happiness_TSIXX,I would like a new alarm clock.
crema-d_1047_happiness_WSIXX,crema-d_1047_happiness_WSIXX,I would like a new alarm clock.
crema-d_1047_neutral_DFAXX,crema-d_1047_neutral_DFAXX,I would like a new alarm clock.
crema-d_1047_neutral_IEOXX,crema-d_1047_neutral_IEOXX,I think I have a doctor's appointment.
crema-d_1047_neutral_IOMXX,crema-d_1047_neutral_IOMXX,That is exactly what happened.
crema-d_1047_neutral_ITHXX,crema-d_1047_neutral_IWWXX,I wonder what this is about.
crema-d_1047_neutral_ITSXX,crema-d_1047_neutral_ITSXX,We'll stop in a couple of minutes.
crema-d_1047_neutral_IWLXX,crema-d_1047_neutral_IWLXX,We'll stop in a couple of minutes.
